person,promedioCadaCuantosDiasVuelve,cadaCuantasHorasHaceEventos,cadaCuantosMinutosHaceEventos,cadaCuantosDiasEnMes5HaceEventos,cadaCuantasHorasEnUnDiaDelMes5HaceEventos,cadaCuantosMinutosHaceEventosEnUnDiaYHoraDelMes5,cadaCuantosSegundosHaceEventosEnUnDiaYHoraDelMes5,cadaCuantasHorasHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosMinutosHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosSegundosHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosDiasHaceConversion,cadaCuantosDiasHaceCheckout
d40e74b6,0,0,8,1.0,0.0,1.0,26.0,0.0,0.0,5.0,-1.0,0.0
d40f8689,0,0,1,0.0,1.0,1.0,11.0,1.0,1.0,11.0,-1.0,0.0
d410d3c6,17,182,3838,0.0,0.0,2.0,67.0,0.0,2.0,67.0,-1.0,9.0
d411fd33,0,7,90,1.0,1.0,5.0,174.0,1.0,2.0,69.5,0.0,0.0
d4145887,0,0,0,0.0,0.0,1.0,28.0,0.0,1.0,28.0,-1.0,0.0
d41937e6,0,0,0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,0.0
d419cee9,1,21,475,2.0,2.0,1.0,34.0,3.0,0.5,10.0,0.0,0.0
d41bdb1a,9,134,2617,1.0,6.0,1.0,27.0,5.0,0.0,2.0,0.0,44.0
d41c089d,0,0,0,0.0,0.0,1.0,42.0,0.0,1.0,42.0,-1.0,0.0
d41c3780,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,-1.0,0.0
d41c9323,0,19,300,0.0,20.0,0.0,16.0,20.0,0.5,16.5,-1.0,0.0
d41e3a5c,4,24,364,5.0,4.0,3.0,42.0,1.0,2.0,33.0,-1.0,0.0
d41f2721,1,14,91,1.0,0.0,1.0,29.0,1.0,1.0,14.0,-1.0,0.0
d420f210,0,4,71,0.0,4.0,0.0,10.0,4.0,0.3333333333333333,9.666666666666666,-1.0,0.0
d4220922,1,5,216,1.0,4.0,2.0,46.0,6.0,0.0,2.25,0.0,0.0
d425ead0,7,90,1554,8.0,0.0,1.0,16.0,0.0,1.0,20.0,-1.0,0.0
d426128b,1,16,273,2.0,2.0,4.0,136.0,2.0,8.0,268.5,-1.0,0.0
d42ee3a5,0,0,0,0.0,0.0,1.0,20.0,0.0,1.0,20.0,-1.0,0.0
d42f6338,0,0,0,0.0,0.0,1.0,15.0,0.0,1.0,15.0,-1.0,0.0
d4307d12,0,0,1,0.0,0.0,2.0,29.0,0.0,2.0,29.0,-1.0,0.0
d43165f0,0,2,67,0.0,3.0,0.0,8.0,3.0,0.4,8.0,-1.0,0.0
d431ce04,5,76,681,6.0,0.0,2.0,44.0,1.0,3.0,69.0,-1.0,0.0
d432844e,0,5,51,0.0,6.0,2.0,48.0,6.0,1.5,47.5,-1.0,0.0
d433398d,0,0,5,0.0,0.0,6.0,180.0,0.0,6.0,180.0,-1.0,0.0
d4335b98,0,0,0,0.0,0.0,1.0,37.0,0.0,1.0,37.0,-1.0,-1.0
d43394ff,0,6,39,1.0,2.0,2.0,96.0,0.0,3.0,116.0,-1.0,0.0
d43490bb,0,0,0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,-1.0,0.0
d4370ca7,10,168,1684,11.0,1.0,2.0,74.0,0.0,2.0,160.0,0.0,0.0
d438269d,14,292,8412,9.0,0.0,1.0,19.0,0.0,2.0,37.0,-1.0,62.0
d4395a16,1,19,276,2.0,2.0,2.0,100.0,4.0,3.0,126.0,-1.0,0.0
d4399d43,0,0,1,0.0,0.0,1.0,24.0,0.0,1.0,24.0,-1.0,0.0
d43b2f74,0,0,1,0.0,1.0,2.0,40.0,1.0,1.5,40.0,-1.0,0.0
d43d134e,1,26,540,1.0,0.0,2.0,41.0,0.0,4.0,82.0,-1.0,0.0
d43e25fd,0,0,0,0.0,0.0,1.0,44.0,0.0,1.0,44.0,-1.0,0.0
d43e2907,0,0,4,0.0,1.0,1.0,18.0,1.0,1.0,17.5,-1.0,-1.0
d441678d,3,33,840,1.0,5.0,3.0,76.0,0.0,8.0,183.0,-1.0,16.0
d442c9e3,82,657,8451,0.0,1.0,1.0,23.0,1.0,1.0,23.0,-1.0,0.0
d442e0c6,0,2,53,0.0,3.0,10.0,291.0,3.0,9.666666666666666,290.6666666666667,0.0,0.0
d4432461,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0
d443de45,1,18,77,1.0,6.0,1.0,28.0,13.0,1.0,25.5,-1.0,-1.0
d4463030,0,0,1,0.0,0.0,1.0,16.0,0.0,1.0,16.0,-1.0,0.0
d44637cb,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0
d44923a0,0,0,0,0.0,0.0,1.0,28.0,0.0,1.0,28.0,-1.0,-1.0
d4494af3,0,0,1,0.0,0.0,2.0,79.0,0.0,2.0,79.0,-1.0,0.0
d44b2b01,0,0,1,0.0,1.0,2.0,42.0,1.0,2.5,42.0,-1.0,0.0
d44b69c9,3,40,708,3.0,0.0,1.0,23.0,1.0,1.0,18.5,-1.0,0.0
d44d38be,0,1,15,0.0,1.0,4.0,58.0,1.0,4.0,58.5,-1.0,0.0
d44da576,1,14,177,1.0,4.0,2.0,45.0,0.0,0.0,2.0,-1.0,-1.0
d44ed525,2,21,524,5.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,8.0
d4528e8f,0,8,88,1.0,0.0,2.0,54.0,0.0,2.0,79.0,-1.0,0.0
d4532152,0,6,74,0.0,6.0,1.0,27.0,6.0,0.6666666666666666,27.333333333333332,-1.0,-1.0
d453a08b,1,24,137,1.0,0.0,1.0,41.0,0.0,1.0,22.0,-1.0,-1.0
d45460f7,0,0,1,0.0,0.0,1.0,14.0,0.0,1.0,14.0,-1.0,0.0
d4553626,0,0,0,0.0,0.0,1.0,16.0,0.0,1.0,16.0,-1.0,0.0
d4553a94,0,13,157,1.0,0.0,3.0,78.0,0.0,3.0,81.0,-1.0,0.0
d4559273,0,0,1,0.0,1.0,1.0,21.0,1.0,1.0,21.0,-1.0,0.0
d45692cb,12,299,3590,6.0,0.0,2.0,35.0,0.0,1.0,12.0,-1.0,0.0
d4599d4c,12,223,3544,14.0,3.0,1.0,26.0,0.0,2.0,31.0,-1.0,0.0
d45c1b65,1,24,1101,2.0,1.0,2.0,105.0,0.0,0.0,0.0,0.0,0.0
d45c70d2,5,120,1547,5.0,0.0,4.0,42.0,0.0,1.0,6.0,-1.0,0.0
d45d88dd,0,0,0,0.0,0.0,1.0,7.0,0.0,1.0,7.0,-1.0,0.0
d4624c89,10,168,2752,2.0,4.0,2.0,56.0,0.0,1.0,31.0,-1.0,139.0
d464976f,0,2,20,0.0,2.0,6.0,64.0,2.0,6.0,64.33333333333333,-1.0,0.0
d4666dd5,2,56,838,2.0,0.0,1.0,42.0,0.0,0.0,1.0,-1.0,1.0
d4680fa9,6,150,2255,6.0,0.0,0.0,13.0,0.0,0.0,10.0,-1.0,-1.0
d4694339,10,151,2671,9.0,2.0,0.0,5.0,3.0,0.5,6.5,-1.0,0.0
d469a0ca,2,72,670,0.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,0.0
d46b09ab,0,21,253,1.0,0.0,1.0,19.0,0.0,1.0,14.0,-1.0,0.0
d46b7039,0,0,0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,0.0
d46e5322,0,2,16,0.0,2.0,2.0,57.0,2.0,1.5,57.0,-1.0,0.0
d46e8608,10,124,745,10.0,8.0,1.0,36.0,0.0,1.0,20.0,-1.0,0.0
d46f7efa,12,189,4257,6.0,0.0,2.0,30.0,0.0,1.0,25.0,-1.0,-1.0
d470080a,2,11,165,2.0,3.0,2.0,39.0,1.0,0.5,8.0,0.0,4.0
d470af1c,9,158,2337,2.0,0.0,3.0,181.0,0.0,0.0,0.0,88.0,88.0
d471ab7a,2,29,276,3.0,1.0,2.0,38.0,1.0,1.6666666666666667,30.0,0.0,2.0
d4725a9d,0,0,2,0.0,0.0,3.0,60.0,0.0,3.0,60.0,-1.0,0.0
d4749650,9,74,1145,9.0,1.0,2.0,43.0,1.0,1.0,16.0,0.0,24.0
d47ba3b1,0,1,7,0.0,1.0,2.0,65.0,1.0,2.0,65.0,-1.0,0.0
d481f663,0,0,1,0.0,0.0,2.0,48.0,0.0,2.0,48.0,-1.0,-1.0
d48df6b3,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,-1.0,0.0
d48eb692,0,0,2,0.0,0.0,2.0,73.0,0.0,2.0,73.0,-1.0,0.0
d48eba01,2,39,912,2.0,2.0,2.0,46.0,0.0,0.0,4.0,-1.0,12.0
d48f6a6c,0,0,1,0.0,0.0,1.0,65.0,0.0,1.0,65.0,-1.0,0.0
d4939ac7,3,50,600,4.0,1.0,1.0,15.0,0.0,0.0,3.0,-1.0,9.0
d49ac796,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
d49c6b2a,0,0,1,0.0,0.0,1.0,42.0,0.0,1.0,42.0,-1.0,-1.0
d49eb7cf,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
d4a01a33,6,83,1999,6.0,0.0,1.0,18.0,0.0,1.0,28.0,-1.0,0.0
d4a07069,3,62,1184,4.0,3.0,1.0,12.0,0.0,0.0,3.0,-1.0,0.0
d4a1350a,2,25,1170,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
d4a147b6,6,136,1486,4.0,0.0,1.0,26.0,0.0,1.0,51.0,-1.0,0.0
d4a1cabe,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
d4a217c5,0,0,3,0.0,1.0,8.0,168.0,1.0,8.0,168.5,-1.0,0.0
d4a92552,0,0,0,0.0,1.0,1.0,24.0,1.0,1.0,23.5,-1.0,0.0
d4a93f4b,0,1,8,0.0,1.0,2.0,77.0,1.0,2.0,77.0,0.0,0.0
d4aa68d4,2,72,1083,3.0,0.0,1.0,14.0,0.0,1.0,6.0,-1.0,0.0
d4aaa4ad,4,80,4310,4.0,2.0,0.0,3.0,0.0,0.0,21.0,-1.0,-1.0
d4b45bc8,5,104,3574,9.0,0.0,0.0,10.0,0.0,0.0,1.0,-1.0,-1.0
d4c1b191,0,0,1,0.0,0.0,2.0,58.0,0.0,2.0,58.0,-1.0,0.0
d4c2f0ec,8,72,382,9.0,1.0,2.0,52.0,0.0,1.0,32.0,-1.0,0.0
d4c3db19,1,11,201,2.0,1.0,2.0,70.0,0.0,0.0,0.0,0.0,2.0
d4c45ac3,0,13,398,0.0,13.0,0.0,18.0,13.0,0.5,18.0,-1.0,0.0
d4c494ca,0,0,0,0.0,0.0,1.0,17.0,0.0,1.0,17.0,-1.0,0.0
d4c4cea2,1,36,550,2.0,0.0,1.0,35.0,0.0,2.0,27.0,-1.0,-1.0
d4c7f652,2,17,156,2.0,0.0,1.0,40.0,1.0,0.3333333333333333,20.666666666666668,-1.0,0.0
d4c8daf6,2,22,348,2.0,3.0,2.0,56.0,5.0,0.5,24.5,-1.0,0.0
d4c8fd99,6,149,3596,1.0,0.0,1.0,22.0,0.0,1.0,25.0,-1.0,0.0
d4c9f6e5,8,93,1403,8.0,1.0,1.0,10.0,0.0,1.0,14.0,-1.0,-1.0
d4ce8fbb,0,0,0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,0.0
d4cf5080,0,0,0,0.0,0.0,1.0,15.0,0.0,1.0,15.0,-1.0,-1.0
d4d0574c,2,29,364,2.0,2.0,2.0,48.0,1.0,1.0,18.0,0.0,1.0
d4d29a33,0,0,1,0.0,0.0,1.0,31.0,0.0,1.0,31.0,-1.0,0.0
d4d31539,0,17,162,2.0,0.0,2.0,52.0,0.0,0.0,5.0,-1.0,0.0
d4d41f6e,8,137,3436,7.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0
d4d4aa80,3,47,1141,3.0,10.0,0.0,15.0,20.0,0.0,6.0,-1.0,3.0
d4d67ab8,4,77,741,5.0,1.0,1.0,46.0,0.0,1.0,34.0,-1.0,0.0
d4dbe510,0,0,0,0.0,0.0,1.0,19.0,0.0,1.0,19.0,-1.0,0.0
d4dc6796,22,398,9572,0.0,0.0,9.0,168.0,0.0,9.0,168.0,-1.0,132.0
d4dcb41b,0,20,72,1.0,0.0,2.0,101.0,0.0,4.0,186.0,0.0,0.0
d4e1a586,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0
d4e33d54,0,0,4,0.0,1.0,2.0,58.0,1.0,2.5,57.5,-1.0,0.0
d4e82119,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
d4e83772,1,12,164,1.0,3.0,2.0,50.0,0.0,1.0,8.0,-1.0,5.0
d4e87060,0,0,9,0.0,1.0,2.0,60.0,1.0,2.0,60.0,-1.0,0.0
d4ec7cda,0,16,994,1.0,0.0,0.0,4.0,0.0,0.0,11.0,-1.0,0.0
d4ecf1ec,6,121,1453,3.0,0.0,10.0,196.0,0.0,0.0,25.0,-1.0,0.0
d4eeaa42,3,27,333,3.0,4.0,2.0,53.0,1.0,3.0,110.5,-1.0,0.0
d4efb429,1,14,143,1.0,9.0,2.0,66.0,18.0,1.5,68.5,-1.0,0.0
d4efed68,19,197,1730,1.0,2.0,2.0,66.0,0.0,2.0,27.0,0.0,0.0
d4f01d04,2,30,447,2.0,3.0,1.0,25.0,12.0,0.0,3.0,-1.0,0.0
d4f0dd78,0,0,1,0.0,0.0,2.0,109.0,0.0,2.0,109.0,-1.0,-1.0
d4f3e830,5,142,4274,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
d4f4c58b,2,31,510,2.0,4.0,1.0,17.0,5.0,0.5,14.0,0.0,0.0
d4f63ca2,24,298,11914,0.0,1.0,0.0,8.0,1.0,0.5,8.5,-1.0,0.0
d4f8d12d,12,192,4940,12.0,0.0,3.0,147.0,1.0,5.5,259.0,-1.0,0.0
d4f9db70,2,49,1222,2.0,0.0,1.0,20.0,0.0,2.0,22.0,-1.0,36.0
d4fab585,12,239,1563,1.0,0.0,3.0,79.0,0.0,1.0,22.0,48.0,48.0
d4fb1d30,0,0,2,0.0,0.0,3.0,47.0,0.0,3.0,47.0,-1.0,0.0
d4fe03f1,0,0,0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-1.0
d5018a91,0,0,0,0.0,0.0,1.0,15.0,0.0,1.0,15.0,-1.0,-1.0
d503dece,0,0,0,0.0,0.0,1.0,22.0,0.0,1.0,22.0,-1.0,0.0
d503eece,0,0,6,0.0,0.0,6.0,146.0,0.0,6.0,146.0,-1.0,0.0
d5077894,0,0,1,0.0,0.0,2.0,18.0,0.0,2.0,18.0,-1.0,0.0
d5087ca3,0,0,0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,-1.0,-1.0
d509fcf5,8,213,1835,9.0,0.0,2.0,38.0,0.0,1.0,20.0,-1.0,8.0
d50b816f,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
d50d761d,13,334,1057,14.0,0.0,2.0,42.0,0.0,1.0,44.0,-1.0,0.0
d50da0c0,0,0,2,0.0,1.0,3.0,47.0,1.0,3.0,47.0,-1.0,0.0
d50ea69c,7,99,1994,0.0,1.0,3.0,103.0,1.0,3.3333333333333335,102.66666666666667,-1.0,0.0
d50f5695,0,0,1,0.0,1.0,1.0,26.0,1.0,1.0,26.5,-1.0,0.0
d51220a3,4,106,3205,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
d5167b15,43,1054,31622,0.0,0.0,5.0,152.0,0.0,5.0,152.0,-1.0,0.0
d517f524,0,0,0,0.0,0.0,1.0,24.0,0.0,1.0,24.0,-1.0,0.0
d51febe0,2,69,599,3.0,0.0,2.0,21.0,0.0,0.0,0.0,-1.0,2.0
d52012d4,2,72,1724,3.0,0.0,1.0,22.0,0.0,0.0,2.0,-1.0,0.0
d520c4a3,2,34,1248,2.0,0.0,0.0,6.0,0.0,0.0,3.0,-1.0,0.0
d5233a34,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,-1.0,0.0
d5282f1e,3,45,1168,4.0,0.0,7.0,191.0,0.0,18.0,360.0,-1.0,0.0
d5299bc3,0,0,3,0.0,1.0,2.0,61.0,1.0,2.0,61.0,-1.0,0.0
d529b46e,0,1,20,0.0,1.0,1.0,48.0,1.0,1.0,47.5,-1.0,0.0
d529d7d1,2,28,830,3.0,4.0,1.0,24.0,1.0,0.2,6.4,-1.0,0.0
d52bd79d,0,0,0,0.0,0.0,1.0,26.0,0.0,1.0,26.0,-1.0,0.0
d52d4241,6,98,2209,5.0,2.0,1.0,39.0,0.0,0.0,1.0,0.0,17.0
d52e4ae3,1,20,287,2.0,2.0,3.0,86.0,0.0,0.0,1.0,-1.0,0.0
d530abb3,0,12,48,0.0,12.0,1.0,18.0,12.0,1.0,17.5,-1.0,0.0
d5314abf,2,28,480,3.0,2.0,3.0,78.0,0.0,8.0,197.0,-1.0,0.0
d5315e83,13,158,2001,0.0,1.0,2.0,36.0,1.0,2.5,36.0,-1.0,0.0
d531ad47,5,92,1214,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0
d5337fe1,1,27,837,1.0,0.0,2.0,55.0,0.0,5.0,210.0,-1.0,1.0
d5359436,55,1320,6342,0.0,0.0,6.0,63.0,0.0,6.0,63.0,-1.0,110.0
d536a87d,0,6,89,1.0,9.0,2.0,28.0,14.0,1.0,7.0,-1.0,-1.0
d537c154,25,610,6108,3.0,0.0,2.0,55.0,0.0,2.0,64.0,-1.0,0.0
d537d979,1,17,303,2.0,3.0,2.0,42.0,0.0,0.0,0.0,-1.0,2.0
d5395fb2,0,4,89,1.0,1.0,2.0,82.0,1.0,1.5,75.0,0.0,0.0
d53e1e99,0,0,0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,0.0
d53f2f7e,0,0,4,0.0,0.0,5.0,127.0,0.0,5.0,127.0,-1.0,0.0
d5436903,0,0,2,0.0,1.0,0.0,10.0,1.0,0.5,9.5,-1.0,0.0
d544fb6d,5,142,2137,6.0,0.0,0.0,18.0,0.0,1.0,26.0,-1.0,0.0
d54648dc,0,0,4,0.0,0.0,4.0,119.0,0.0,4.0,119.0,-1.0,0.0
d546c787,0,0,3,0.0,1.0,4.0,120.0,1.0,3.5,119.5,-1.0,0.0
d5495977,2,32,449,2.0,2.0,1.0,21.0,0.0,1.0,12.0,0.0,10.0
d5496c24,0,0,0,0.0,0.0,1.0,19.0,0.0,1.0,19.0,-1.0,0.0
d54e0bdb,4,65,819,5.0,2.0,1.0,18.0,2.0,1.5,22.5,0.0,36.0
d550f7fe,0,0,1,0.0,0.0,1.0,12.0,0.0,1.0,12.0,-1.0,0.0
d552031d,3,24,494,3.0,1.0,1.0,46.0,1.0,1.5,66.5,-1.0,0.0
d5548a20,2,42,921,2.0,0.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0
d55646a4,3,58,509,3.0,2.0,1.0,44.0,0.0,1.0,39.0,-1.0,1.0
d556561f,0,0,2,0.0,0.0,2.0,70.0,0.0,2.0,70.0,-1.0,0.0
d55a010f,1,34,187,1.0,0.0,2.0,72.0,0.0,2.0,57.0,-1.0,-1.0
d55a7432,3,43,710,4.0,1.0,2.0,34.0,0.0,13.0,336.0,-1.0,0.0
d55dbfe3,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,-1.0,0.0
d55e6db6,28,403,16948,0.0,0.0,1.0,28.0,0.0,1.0,28.0,-1.0,117.0
d55f97f3,0,0,0,0.0,0.0,1.0,16.0,0.0,1.0,16.0,-1.0,0.0
d55ff083,0,0,1,0.0,1.0,0.0,25.0,1.0,0.5,25.0,-1.0,0.0
d56055cc,0,4,26,0.0,5.0,0.0,22.0,5.0,0.5,22.0,-1.0,0.0
d5607b36,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
d560f188,1,22,274,2.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0
d561bc16,4,33,420,4.0,3.0,2.0,38.0,2.0,0.3333333333333333,5.333333333333333,-1.0,0.0
d562b322,1,25,141,1.0,0.0,2.0,68.0,0.0,3.0,75.0,-1.0,-1.0
d563a730,0,1,35,0.0,2.0,1.0,14.0,2.0,1.3333333333333333,14.0,-1.0,0.0
d568666a,25,611,24470,0.0,0.0,20.0,305.0,0.0,20.0,305.0,-1.0,-1.0
d56bad1b,1,15,710,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
d56c1b7d,1,12,309,1.0,6.0,1.0,16.0,1.0,0.0,4.5,19.0,8.0
d56c55c5,3,66,1005,2.0,2.0,2.0,42.0,0.0,0.0,5.0,0.0,6.0
d56f34bd,0,0,3,0.0,1.0,0.0,24.0,1.0,0.5,24.5,-1.0,0.0
d57154bd,1,21,836,1.0,1.0,0.0,9.0,5.0,0.0,0.0,-1.0,2.0
d5721d84,0,0,1,0.0,0.0,1.0,78.0,0.0,1.0,78.0,-1.0,0.0
d57320e6,0,0,0,0.0,0.0,1.0,53.0,0.0,1.0,53.0,-1.0,0.0
d575d97a,1,19,404,1.0,3.0,3.0,61.0,0.0,0.0,0.0,0.0,6.0
d57809dd,0,11,281,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
d57acb40,27,670,8043,28.0,0.0,0.0,13.0,0.0,1.0,20.0,-1.0,0.0
d57b629c,9,100,1657,1.0,3.0,2.0,17.0,1.0,0.5,3.0,-1.0,31.0
d57dc31e,4,51,777,4.0,3.0,2.0,27.0,8.0,1.3333333333333333,18.0,-1.0,0.0
d57f566e,5,120,1036,5.0,0.0,1.0,18.0,0.0,2.0,35.0,5.0,0.0
d57fc0cf,0,0,16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
d5842109,0,0,0,0.0,0.0,1.0,13.0,0.0,1.0,13.0,-1.0,0.0
d584f3f5,0,0,1,0.0,0.0,1.0,16.0,0.0,1.0,16.0,-1.0,0.0
d5876b80,0,0,1,0.0,0.0,2.0,57.0,0.0,2.0,57.0,-1.0,0.0
d587c0c7,4,51,642,1.0,2.0,2.0,20.0,0.0,1.0,7.0,0.0,27.0
d58a80d6,0,0,3,0.0,0.0,4.0,193.0,0.0,4.0,193.0,-1.0,0.0
d58c15a7,0,7,73,1.0,5.0,1.0,17.0,6.0,1.0,7.666666666666667,-1.0,0.0
d58cce72,2,12,243,2.0,3.0,3.0,48.0,0.0,0.0,2.0,-1.0,2.0
d58d984e,4,32,445,5.0,3.0,2.0,40.0,6.0,2.0,36.666666666666664,-1.0,0.0
d591450f,34,822,16443,0.0,0.0,2.0,38.0,0.0,2.0,38.0,-1.0,0.0
d591c40b,1,24,327,2.0,3.0,2.0,58.0,7.0,3.0,138.0,-1.0,-1.0
d594ce1a,0,0,0,0.0,0.0,1.0,11.0,0.0,1.0,11.0,-1.0,0.0
d59842e5,6,145,4352,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
d59f06a2,0,0,2,0.0,1.0,2.0,62.0,1.0,2.0,62.5,-1.0,0.0
d59fd0e8,8,96,1282,8.0,0.0,2.0,35.0,1.0,2.0,43.0,0.0,8.0
d5a161a5,6,76,707,6.0,4.0,1.0,19.0,8.0,1.0,28.0,-1.0,0.0
d5a62794,18,135,2706,5.0,0.0,2.0,62.0,1.0,2.5,87.0,0.0,56.0
d5a7edb4,3,50,751,2.0,2.0,1.0,35.0,0.0,1.0,41.0,-1.0,0.0
d5aa56d6,0,0,2,1.0,0.0,2.0,67.0,0.0,2.0,49.0,-1.0,0.0
d5ac850c,0,0,0,0.0,0.0,2.0,84.0,0.0,2.0,84.0,-1.0,-1.0
d5acfe48,0,0,18,0.0,1.0,0.0,19.0,1.0,0.0,19.0,-1.0,0.0
d5b4c358,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0
d5ba554e,127,3052,91576,0.0,0.0,1.0,43.0,0.0,1.0,43.0,-1.0,-1.0
d5c00d41,0,0,1,0.0,0.0,2.0,64.0,0.0,2.0,64.0,-1.0,0.0
d5c05878,0,1,3,0.0,1.0,16.0,476.0,1.0,16.0,476.0,0.0,0.0
d5c5897f,7,67,1804,1.0,4.0,1.0,21.0,15.0,0.0,0.0,0.0,0.0
d5c6f4fb,9,231,4267,4.0,0.0,0.0,7.0,0.0,1.0,18.0,-1.0,77.0
d5c88c2b,1,11,177,2.0,4.0,1.0,35.0,6.0,0.3333333333333333,6.0,-1.0,-1.0
d5c8aa7d,0,0,0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,-1.0,0.0
d5cd933c,3,32,589,4.0,1.0,0.0,15.0,1.0,0.5,12.0,-1.0,0.0
d5ce3172,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
d5ce382c,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
d5cefe62,2,50,669,2.0,0.0,3.0,30.0,0.0,3.0,40.0,-1.0,-1.0
d5d08546,2,39,1017,2.0,1.0,1.0,29.0,0.0,3.0,85.0,0.0,3.0
d5d0a759,2,27,892,3.0,2.0,2.0,45.0,6.0,0.3333333333333333,17.0,-1.0,0.0
d5d1c669,0,10,79,1.0,3.0,4.0,128.0,1.0,3.5,166.0,-1.0,0.0
d5d28a0a,0,0,1,0.0,0.0,2.0,46.0,0.0,2.0,46.0,-1.0,-1.0
d5d69637,0,0,0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,0.0
d5d7a9c8,0,0,1,0.0,0.0,1.0,43.0,0.0,1.0,43.0,-1.0,0.0
d5d8224c,0,0,1,0.0,0.0,1.0,9.0,0.0,1.0,9.0,-1.0,0.0
d5d91976,0,0,0,0.0,0.0,1.0,12.0,0.0,1.0,12.0,-1.0,0.0
d5dc6517,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,-1.0,0.0
d5deb55e,0,5,74,1.0,5.0,3.0,128.0,3.0,4.571428571428571,189.71428571428572,-1.0,0.0
d5dff723,12,248,4959,9.0,0.0,5.0,77.0,0.0,1.0,20.0,-1.0,-1.0
d5e4055c,2,58,295,2.0,0.0,1.0,20.0,0.0,0.0,3.0,-1.0,0.0
d5e5ffd6,1,29,383,2.0,5.0,2.0,34.0,0.0,1.0,22.0,-1.0,3.0
d5e618d5,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,-1.0
d5e67382,116,2807,33692,0.0,0.0,1.0,27.0,0.0,1.0,27.0,-1.0,-1.0
d5e75156,4,99,2196,3.0,0.0,1.0,28.0,0.0,3.0,72.0,0.0,11.0
d5ec44e5,0,8,155,1.0,2.0,2.0,57.0,0.0,1.0,66.0,0.0,0.0
d5f053cc,0,0,1,0.0,0.0,1.0,21.0,0.0,1.0,21.0,-1.0,0.0
d5f08ddd,4,53,1037,4.0,1.0,2.0,37.0,0.0,0.0,0.0,-1.0,20.0
d5f2f324,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
d5f3d13d,0,0,0,0.0,0.0,2.0,46.0,0.0,2.0,46.0,-1.0,0.0
d5f4ea27,10,210,5416,8.0,0.0,1.0,26.0,0.0,0.0,0.0,-1.0,-1.0
d5f98d7b,0,0,0,0.0,0.0,1.0,20.0,0.0,1.0,20.0,-1.0,0.0
